age,sex,bmi,children,smoker,region,charges
18,male,22.99,0,no,northeast,1704.5681
19,male,30.4,0,no,southwest,1256.299
60,female,27.55,0,no,northeast,13217.0945
50,male,36.2,0,no,southwest,8457.818
28,female,37.62,1,no,southeast,3766.8838
39,female,32.8,0,no,southwest,5649.715
24,female,27.6,0,no,southwest,18955.22017
44,male,27.4,2,no,southwest,7726.854
22,female,24.3,0,no,southwest,2150.469
51,male,24.795,2,yes,northwest,23967.38305
18,male,33.535,0,yes,northeast,34617.84065
40,female,36.19,0,no,southeast,5920.1041
50,male,32.11,2,no,northeast,25333.33284
32,male,33.82,1,no,northwest,4462.7218
45,male,33.7,1,no,southwest,7445.918
35,female,26.125,0,no,northeast,5227.98875
56,female,35.8,1,no,southwest,11674.13
25,male,30.59,0,no,northeast,2727.3951
51,male,31.635,0,no,northwest,9174.13565
18,female,38.665,2,no,northeast,3393.35635
27,male,30.3,3,no,southwest,4260.744
62,male,27.55,1,no,northwest,13937.6665
48,male,29.6,0,no,southwest,21232.18226
19,female,27.9,0,yes,southwest,16884.924
62,male,31.46,1,no,southeast,27000.98473
53,female,38.06,3,no,southeast,20462.99766
32,female,20.52,0,no,northeast,4544.2348
49,male,25.6,2,yes,southwest,23306.547
27,female,31.255,1,no,northwest,3956.07145
55,female,40.81,3,no,southeast,12485.8009
61,male,36.3,1,yes,southwest,47403.88
52,male,24.32,3,yes,northeast,24869.8368
25,male,25.74,0,no,southeast,2137.6536
62,male,37.4,0,no,southwest,12979.358
60,male,40.92,0,yes,southeast,48673.5588
47,female,36.63,1,yes,southeast,42969.8527
28,female,26.315,3,no,northwest,5312.16985
18,female,33.88,0,no,southeast,11482.63485
45,female,30.9,2,no,southwest,8520.026
42,male,35.97,2,no,southeast,7160.3303
56,male,36.1,3,no,southwest,12363.547
52,male,32.205,3,no,northeast,11488.31695
32,female,29.59,1,no,southeast,4562.8421
18,male,25.46,0,no,northeast,1708.0014
38,female,19.95,2,no,northeast,7133.9025
48,female,36.575,0,no,northwest,8671.19125
44,male,25.365,1,no,northwest,7518.02535
53,female,23.75,2,no,northeast,11729.6795
58,female,32.965,0,no,northeast,12430.95335
24,male,29.83,0,yes,northeast,18648.4217
56,male,33.66,4,no,southeast,12949.1554
41,male,28.405,1,no,northwest,6664.68595
64,female,39.33,0,no,northeast,14901.5167
30,female,43.12,2,no,southeast,4753.6368
20,female,29.6,0,no,southwest,1875.344
50,male,32.3,1,yes,northeast,41919.097
48,female,25.85,3,yes,southeast,24180.9335
39,male,28.3,1,yes,southwest,21082.16
37,male,46.53,3,no,southeast,6435.6237
61,male,38.38,0,no,northwest,12950.0712
29,male,38.94,1,no,southeast,3471.4096
25,female,28.595,0,no,northeast,3213.62205
21,male,25.745,2,no,northeast,3279.86855
51,male,42.9,2,yes,southeast,47462.894
41,male,33.55,0,no,southeast,5699.8375
19,female,37.43,0,no,northwest,2138.0707
26,male,33.915,1,no,northwest,3292.52985
54,female,27.645,1,no,northwest,11305.93455
45,male,30.495,2,no,northwest,8413.46305
24,male,28.5,2,no,northwest,3537.703
21,female,21.85,1,yes,northeast,15359.1045
30,male,35.3,0,yes,southwest,36837.467
45,male,22.895,2,yes,northwest,21098.55405
53,female,39.6,1,no,southeast,10579.711
40,male,30.875,4,no,northwest,8162.71625
18,male,21.565,0,yes,northeast,13747.87235
64,female,39.05,3,no,southeast,16085.1275
39,female,18.3,5,yes,southwest,19023.26
53,male,24.32,0,no,northwest,9863.4718
19,female,24.605,1,no,northwest,2709.24395
41,male,29.64,5,no,northeast,9222.4026
48,female,28.9,0,no,southwest,8277.523
51,male,27.74,1,no,northeast,9957.7216
53,female,24.795,1,no,northwest,10942.13205
42,female,29.48,2,no,southeast,7640.3092
30,female,21.945,1,no,northeast,4718.20355
22,female,27.1,0,no,southwest,2154.361
34,male,35.815,0,no,northwest,4320.41085
64,female,35.97,0,no,southeast,14313.8463
49,female,27.1,1,no,southwest,26140.3603
46,male,26.62,1,no,southeast,7742.1098
50,male,44.77,1,no,southeast,9058.7303
42,female,36.195,1,no,northwest,7443.64305
58,male,28.595,0,no,northwest,11735.87905
19,female,25.745,1,no,northwest,2710.82855
37,female,27.74,3,no,northwest,7281.5056
41,female,32.6,3,no,southwest,7954.517
30,male,38.83,1,no,southeast,18963.17192
52,female,37.525,2,no,northwest,33471.97189
52,female,31.2,0,no,southwest,9625.92
47,female,24.32,0,no,northeast,8534.6718
20,male,30.685,0,yes,northeast,33475.81715
39,male,42.655,0,no,northeast,5757.41345
28,male,38.06,0,no,southeast,2689.4954
49,female,27.17,0,no,southeast,8601.3293
45,male,22.895,0,yes,northeast,35069.37452
23,male,24.51,0,no,northeast,2396.0959
26,female,28.785,0,no,northeast,3385.39915
35,female,27.7,3,no,southwest,6414.178
45,male,39.805,0,no,northeast,7448.40395
25,female,26.79,2,no,northwest,4189.1131
21,male,35.53,0,no,southeast,1532.4697
57,female,38.0,2,no,southwest,12646.207
62,female,29.92,0,no,southeast,13457.9608
50,female,44.745,0,no,northeast,9541.69555
54,male,31.6,0,no,southwest,9850.432
63,female,26.22,0,no,northwest,14256.1928
53,male,20.9,0,yes,southeast,21195.818
49,female,41.47,4,no,southeast,10977.2063
38,male,38.39,3,yes,southeast,41949.2441
31,male,26.885,1,no,northeast,4441.21315
58,male,32.01,1,no,southeast,11946.6259
24,female,30.21,3,no,northwest,4618.0799
25,male,25.84,1,no,northeast,3309.7926
18,male,26.125,0,no,northeast,1708.92575
49,male,29.83,1,no,northeast,9288.0267
22,female,36.0,0,no,southwest,2166.732
55,male,32.775,0,no,northwest,10601.63225
59,female,32.1,3,no,southwest,14007.222
38,female,40.15,0,no,southeast,5400.9805
35,male,28.9,3,no,southwest,5926.846
40,female,23.37,3,no,northeast,8252.2843
61,female,31.16,0,no,northwest,13429.0354
30,male,24.4,3,yes,southwest,18259.216
59,male,37.1,1,no,southwest,12347.172
59,female,36.765,1,yes,northeast,47896.79135
51,female,39.5,1,no,southwest,9880.068
58,male,23.3,0,no,southwest,11345.519
22,female,30.4,0,no,northeast,2741.948
48,male,28.0,1,yes,southwest,23568.272
33,female,35.53,0,yes,northwest,55135.40209
29,male,29.735,2,no,northwest,18157.876
61,female,39.1,2,no,southwest,14235.072
18,male,41.14,0,no,southeast,1146.7966
40,female,29.3,4,no,southwest,15828.82173
46,female,34.6,1,yes,southwest,41661.602
58,male,34.865,0,no,northeast,11944.59435
24,male,33.63,4,no,northeast,17128.42608
58,female,22.77,0,no,southeast,11833.7823
55,male,35.245,1,no,northeast,11394.06555
55,male,33.88,3,no,southeast,11987.1682
42,male,26.07,1,yes,southeast,38245.59327
39,male,29.925,1,yes,northeast,22462.04375
53,male,29.48,0,no,southeast,9487.6442
38,female,30.21,3,no,northwest,7537.1639
53,male,36.1,1,no,southwest,10085.846
59,female,36.52,1,no,southeast,28287.89766
39,female,34.32,5,no,southeast,8596.8278
30,female,32.4,1,no,southwest,4149.736
44,female,20.235,1,yes,northeast,19594.80965
39,female,26.315,2,no,northwest,7201.70085
59,male,29.83,3,yes,northeast,30184.9367
51,male,32.3,1,no,northeast,9964.06
60,male,25.74,0,no,southeast,12142.5786
63,female,35.2,1,no,southeast,14474.675
62,female,39.16,0,no,southeast,13470.8044
24,male,32.01,0,no,southeast,1981.5819
59,female,27.5,0,no,southwest,12233.828
19,female,28.3,0,yes,southwest,17081.08
34,female,23.56,0,no,northeast,4992.3764
60,female,24.53,0,no,southeast,12629.8967
57,female,23.98,1,no,southeast,22192.43711
43,female,30.685,2,no,northwest,8310.83915
35,female,35.86,2,no,southeast,5836.5204
53,male,41.47,0,no,southeast,9504.3103
30,female,27.7,0,no,southwest,3554.203
22,female,28.82,0,no,southeast,2156.7518
19,female,18.6,0,no,southwest,1728.897
62,male,38.83,0,no,southeast,12981.3457
18,female,26.73,0,no,southeast,1615.7667
21,female,25.8,0,no,southwest,2007.945
57,female,29.81,0,yes,southeast,27533.9129
62,female,33.2,0,no,southwest,13462.52
61,female,22.04,0,no,northeast,13616.3586
53,female,35.9,2,no,southwest,11163.568
60,male,29.64,0,no,northeast,12730.9996
27,female,25.175,0,no,northeast,3558.62025
33,male,24.605,2,no,northwest,5257.50795
31,female,29.26,1,no,southeast,4350.5144
21,female,34.6,0,no,southwest,2020.177
28,male,26.98,2,no,northeast,4435.0942
27,male,32.585,3,no,northeast,4846.92015
62,male,30.875,3,yes,northwest,46718.16325
53,male,34.105,0,yes,northeast,43254.41795
23,female,36.67,2,yes,northeast,38511.6283
56,male,32.11,1,no,northeast,11763.0009
22,female,30.4,0,yes,northwest,33907.548
56,female,25.3,0,no,southwest,11070.535
30,female,22.895,1,no,northeast,4719.52405
32,female,37.145,3,no,northeast,6334.34355
22,male,26.84,0,no,southeast,1664.9996
19,male,19.8,0,no,southwest,1241.565
38,male,19.3,0,yes,southwest,15820.699
37,male,22.705,3,no,northeast,6985.50695
25,male,24.985,2,no,northeast,23241.47453
52,male,36.7,0,no,southwest,9144.565
21,female,21.89,2,no,southeast,3180.5101
36,male,28.595,3,no,northwest,6548.19505
26,male,35.42,0,no,southeast,2322.6218
50,female,30.115,1,no,northwest,9910.35985
18,female,38.28,0,no,southeast,1631.8212
30,male,31.57,3,no,southeast,4837.5823
51,male,25.4,0,no,southwest,8782.469
44,female,23.98,2,no,southeast,8211.1002
48,male,31.445,1,no,northeast,8964.06055
20,male,35.625,3,yes,northwest,37465.34375
28,male,36.4,1,yes,southwest,51194.55914
32,female,17.765,2,yes,northwest,32734.1863
41,male,32.2,2,no,southwest,6875.961
18,female,27.28,3,yes,southeast,18223.4512
46,male,42.35,3,yes,southeast,46151.1245
29,female,32.11,2,no,northwest,4922.9159
50,male,34.2,2,yes,southwest,42856.838
23,male,32.56,0,no,southeast,1824.2854
57,male,28.975,0,yes,northeast,27218.43725
40,male,19.8,1,yes,southeast,17179.522
29,male,28.975,1,no,northeast,4040.55825
64,male,26.41,0,no,northeast,14394.5579
18,female,40.185,0,no,northeast,2217.46915
60,female,24.035,0,no,northwest,13012.20865
34,male,42.13,2,no,southeast,5124.1887
32,male,30.03,1,no,southeast,4074.4537
35,male,30.5,1,no,southwest,4751.07
23,male,32.7,3,no,southwest,3591.48
64,male,24.7,1,no,northwest,30166.61817
40,male,22.705,2,no,northeast,7173.35995
20,female,22.42,0,yes,northwest,14711.7438
50,female,23.54,2,no,southeast,10107.2206
20,male,32.395,1,no,northwest,2362.22905
18,male,39.14,0,no,northeast,12890.05765
63,male,39.8,3,no,southwest,15170.069
59,male,26.4,0,no,southeast,11743.299
43,male,20.13,2,yes,southeast,18767.7377
25,female,30.2,0,yes,southwest,33900.653
56,male,40.3,0,no,southwest,10602.385
26,male,30.875,2,no,northwest,3877.30425
27,female,20.045,3,yes,northwest,16420.49455
25,female,22.515,1,no,northwest,3594.17085
47,male,25.41,1,yes,southeast,21978.6769
37,male,30.875,3,no,northwest,6796.86325
19,female,22.515,0,no,northwest,2117.33885
59,male,24.7,0,no,northeast,12323.936
36,male,30.875,1,no,northwest,5373.36425
21,female,39.49,0,no,southeast,2026.9741
28,female,27.5,2,no,southwest,20177.67113
28,female,34.77,0,no,northwest,3556.9223
20,male,39.4,2,yes,southwest,38344.566
48,male,36.67,1,no,northwest,28468.91901
41,male,35.75,1,yes,southeast,40273.6455
21,female,32.68,2,no,northwest,26018.95052
20,female,31.92,0,no,northwest,2261.5688
33,female,26.695,0,no,northwest,4571.41305
22,female,20.235,0,no,northwest,2527.81865
31,female,30.495,3,no,northeast,6113.23105
57,male,28.1,0,no,southwest,10965.446
52,female,24.13,1,yes,northwest,23887.6627
64,female,33.8,1,yes,southwest,47928.03
47,female,29.545,1,no,northwest,8930.93455
36,female,26.2,0,no,southwest,4883.866
40,female,28.69,3,no,northwest,8059.6791
20,female,33.3,0,no,southwest,1880.487
25,male,24.13,0,yes,northwest,15817.9857
28,male,33.0,3,no,southeast,4449.462
54,female,28.88,2,no,northeast,12096.6512
45,female,25.7,3,no,southwest,9101.798
24,male,26.79,1,no,northwest,12609.88702
26,female,42.4,1,no,southwest,3410.324
54,female,35.815,3,no,northwest,12495.29085
46,male,24.795,3,no,northeast,9500.57305
37,female,34.8,2,yes,southwest,39836.519
29,female,35.53,0,no,southeast,3366.6697
58,female,27.17,0,no,northwest,12222.8983
23,male,17.385,1,no,northwest,2775.19215
50,female,28.16,3,no,southeast,10702.6424
19,female,32.9,0,no,southwest,1748.774
28,male,35.435,0,no,northeast,3268.84665
47,female,24.1,1,no,southwest,26236.57997
19,female,33.11,0,yes,southeast,34439.8559
44,female,36.955,1,no,northwest,8023.13545
21,female,16.815,1,no,northeast,3167.45585
35,female,38.095,2,no,northeast,24915.04626
54,female,32.68,0,no,northeast,10923.9332
18,male,21.47,0,no,northeast,1702.4553
20,female,26.84,1,yes,southeast,17085.2676
45,male,21.375,0,no,northwest,7222.78625
47,male,28.215,4,no,northeast,10407.08585
53,female,26.7,2,no,southwest,11150.78
45,female,25.175,2,no,northeast,9095.06825
29,male,33.345,2,no,northwest,19442.3535
21,male,36.85,0,no,southeast,1534.3045
45,female,27.83,2,no,southeast,8515.7587
19,female,30.02,0,yes,northwest,33307.5508
23,male,27.36,1,no,northwest,2789.0574
33,male,30.25,0,no,southeast,3704.3545
20,female,31.46,0,no,southeast,1877.9294
58,male,36.955,2,yes,northwest,47496.49445
21,female,33.63,2,no,northwest,3579.8287
27,female,24.1,0,no,southwest,2974.126
61,male,33.535,0,no,northeast,13143.33665
55,male,29.9,0,no,southwest,10214.636
50,male,31.825,0,yes,northeast,41097.16175
43,male,30.1,1,no,southwest,6849.026
20,male,35.31,1,no,southeast,27724.28875
28,female,33.4,0,no,southwest,3172.018
55,male,27.645,0,no,northwest,10594.50155
39,female,32.5,1,no,southwest,6238.298
29,male,34.4,0,yes,southwest,36197.699
26,female,19.8,1,no,southwest,3378.91
39,male,21.85,1,no,northwest,6117.4945
51,female,21.56,1,no,southeast,9855.1314
19,female,39.615,1,no,northwest,2730.10785
28,female,33.0,2,no,southeast,4349.462
36,female,25.84,0,no,northwest,5266.3656
55,female,30.5,0,no,southwest,10704.47
59,male,37.4,0,no,southwest,21797.0004
46,female,28.9,2,no,southwest,8823.279
36,male,28.025,1,yes,northeast,20773.62775
33,male,35.245,0,no,northeast,12404.8791
44,female,26.41,0,no,northwest,7419.4779
53,female,28.1,3,no,southwest,11741.726
27,female,30.59,1,no,northeast,16796.41194
24,female,23.21,0,no,southeast,25081.76784
32,male,46.53,2,no,southeast,4686.3887
36,male,34.43,0,yes,southeast,37742.5757
63,male,30.8,0,no,southwest,13390.559
61,female,29.07,0,yes,northwest,29141.3603
43,male,35.97,3,yes,southeast,42124.5153
34,female,26.73,1,no,southeast,5002.7827
18,male,23.085,0,no,northeast,1704.70015
18,male,33.33,0,no,southeast,1135.9407
23,female,28.31,0,yes,northwest,18033.9679
20,male,29.735,0,no,northwest,1769.53165
41,female,37.1,2,no,southwest,7371.772
62,male,26.695,0,yes,northeast,28101.33305
33,female,36.29,3,no,northeast,6551.7501
33,female,39.82,1,no,southeast,4795.6568
54,male,30.21,0,no,northwest,10231.4999
24,female,20.52,0,yes,northeast,14571.8908
47,female,23.6,1,no,southwest,8539.671
22,male,35.6,0,yes,southwest,35585.576
19,male,17.48,0,no,northwest,1621.3402
48,male,30.78,3,no,northeast,10141.1362
37,male,34.2,1,yes,northeast,39047.285
20,male,30.115,5,no,northeast,4915.05985
37,female,38.39,0,yes,southeast,40419.0191
63,male,33.1,0,no,southwest,13393.756
18,female,28.215,0,no,northeast,2200.83085
19,female,17.8,0,no,southwest,1727.785
24,female,33.345,0,no,northwest,2855.43755
19,male,25.175,0,no,northwest,1632.03625
23,male,26.51,0,no,southeast,1815.8759
41,male,30.59,2,no,northwest,7256.7231
42,male,28.31,3,yes,northwest,32787.45859
60,male,28.595,0,no,northeast,30259.99556
39,female,24.225,5,no,northwest,8965.79575
18,male,28.5,0,no,northeast,1712.227
37,female,26.4,0,yes,southeast,19539.243
19,male,34.9,0,yes,southwest,34828.654
36,male,33.82,1,no,northwest,5377.4578
62,female,31.73,0,no,northeast,14043.4767
48,female,27.265,1,no,northeast,9447.25035
29,female,38.83,3,no,southeast,5138.2567
43,female,26.7,2,yes,southwest,22478.6
42,female,40.37,2,yes,southeast,43896.3763
31,male,27.645,2,no,northeast,5031.26955
18,male,31.73,0,yes,northeast,33732.6867
56,male,22.1,0,no,southwest,10577.087
24,female,29.925,0,no,northwest,2850.68375
30,male,35.53,0,yes,southeast,36950.2567
22,male,28.31,1,no,northwest,2639.0429
59,male,27.5,1,no,southwest,12333.828
57,female,28.785,4,no,northeast,14394.39815
19,male,22.61,0,no,northwest,1628.4709
44,female,27.645,0,no,northwest,7421.19455
29,female,29.59,1,no,southeast,3947.4131
19,male,27.265,2,no,northwest,22493.65964
19,female,29.8,0,no,southwest,1744.465
19,male,27.7,0,yes,southwest,16297.846
39,female,31.92,2,no,northwest,7209.4918
19,male,20.615,2,no,northwest,2803.69785
39,female,24.89,3,yes,northeast,21659.9301
55,male,37.3,0,no,southwest,20630.28351
49,male,25.84,2,yes,northwest,23807.2406
30,male,24.13,1,no,northwest,4032.2407
41,female,28.05,1,no,southeast,6770.1925
25,female,30.3,0,no,southwest,2632.992
19,female,36.575,0,no,northwest,2136.88225
18,female,20.79,0,no,southeast,1607.5101
23,male,23.845,0,no,northeast,2395.17155
30,female,23.655,3,yes,northwest,18765.87545
22,male,32.11,0,no,northwest,2055.3249
24,male,31.065,0,yes,northeast,34254.05335
54,male,39.6,1,no,southwest,10450.552
29,female,26.03,0,no,northwest,3736.4647
30,female,19.95,3,no,northwest,5693.4305
23,female,31.4,0,yes,southwest,34166.273
23,female,32.78,2,yes,southeast,36021.0112
23,female,28.0,0,no,southwest,13126.67745
32,male,37.18,2,no,southeast,4673.3922
19,male,34.8,0,yes,southwest,34779.615
55,male,33.0,0,no,southeast,20781.48892
26,male,23.7,2,no,southwest,3484.331
35,male,34.77,2,no,northwest,5729.0053
57,male,40.28,0,no,northeast,20709.02034
21,female,22.135,0,no,northeast,2585.85065
53,male,21.4,1,no,southwest,10065.413
44,female,36.48,0,no,northeast,12797.20962
20,male,27.3,0,yes,southwest,16232.847
30,male,44.22,2,no,southeast,4266.1658
30,male,37.8,2,yes,southwest,39241.442
43,male,35.31,2,no,southeast,18806.14547
47,male,19.57,1,no,northwest,8428.0693
34,female,29.26,3,no,southeast,6184.2994
28,female,33.11,0,no,southeast,3171.6149
28,female,26.51,2,no,southeast,4340.4409
50,male,30.97,3,no,northwest,10600.5483
49,male,28.7,1,no,southwest,8703.456
21,male,31.1,0,no,southwest,1526.312
19,male,35.4,0,no,southwest,1263.249
33,female,19.095,2,yes,northeast,16776.30405
49,female,42.68,2,no,southeast,9800.8882
35,female,34.105,3,yes,northwest,39983.42595
28,male,31.68,0,yes,southeast,34672.1472
33,male,42.46,1,no,southeast,11326.71487
45,male,36.48,2,yes,northwest,42760.5022
32,female,29.8,2,no,southwest,5152.134
18,female,31.92,0,no,northeast,2205.9808
19,male,26.03,1,yes,northwest,16450.8947
44,male,39.52,0,no,northwest,6948.7008
30,female,30.9,3,no,southwest,5325.651
56,female,28.31,0,no,northeast,11657.7189
24,male,23.4,0,no,southwest,1969.614
21,male,28.975,0,no,northwest,1906.35825
20,female,33.0,0,no,southeast,1880.07
44,male,30.69,2,no,southeast,7731.4271
57,male,18.335,0,no,northeast,11534.87265
18,male,31.68,2,yes,southeast,34303.1672
25,female,42.13,1,no,southeast,3238.4357
29,male,31.73,2,no,northwest,4433.3877
18,male,23.32,1,no,southeast,1711.0268
53,female,37.43,1,no,northwest,10959.6947
44,female,25.0,1,no,southwest,7623.518
56,male,33.63,0,yes,northwest,43921.1837
31,female,29.1,0,no,southwest,3761.292
26,male,17.67,0,no,northwest,2680.9493
41,female,31.6,0,no,southwest,6186.127
54,female,21.47,3,no,northwest,12475.3513
26,male,46.53,1,no,southeast,2927.0647
55,male,32.67,1,no,southeast,10807.4863
36,male,28.88,3,no,northeast,6748.5912
39,male,45.43,2,no,southeast,6356.2707
19,male,30.25,0,yes,southeast,32548.3405
58,male,38.0,0,no,southwest,11365.952
61,male,43.4,0,no,southwest,12574.049
42,female,26.6,0,yes,northwest,21348.706
43,male,26.03,0,no,northeast,6837.3687
41,female,33.155,3,no,northeast,8538.28845
40,male,24.97,2,no,southeast,6593.5083
20,male,28.025,1,yes,northwest,17560.37975
25,male,23.9,5,no,southwest,5080.096
59,male,29.7,2,no,southeast,12925.886
49,male,37.51,2,no,southeast,9304.7019
28,male,37.1,1,no,southwest,3277.161
61,female,25.08,0,no,southeast,24513.09126
50,female,27.075,1,no,northeast,10106.13425
36,male,33.4,2,yes,southwest,38415.474
22,male,19.95,3,no,northeast,4005.4225
57,male,33.63,1,no,northwest,11945.1327
46,male,27.6,0,no,southwest,24603.04837
26,male,30.0,1,no,southwest,2904.088
53,female,22.88,1,yes,southeast,23244.7902
56,male,39.6,0,no,southwest,10601.412
48,male,24.42,0,yes,southeast,21223.6758
42,male,26.315,1,no,northwest,6940.90985
35,female,23.465,2,no,northeast,6402.29135
50,male,25.3,0,no,southeast,8442.667
39,male,35.3,2,yes,southwest,40103.89
63,male,41.325,3,no,northwest,15555.18875
62,female,30.495,2,no,northwest,15019.76005
63,female,37.7,0,yes,southwest,48824.45
27,female,36.08,0,yes,southeast,37133.8982
24,male,23.655,0,no,northwest,2352.96845
45,male,27.5,3,no,southwest,8615.3
42,male,37.18,2,no,southeast,7162.0122
45,female,35.3,0,no,southwest,7348.142
60,male,24.32,0,no,northwest,12523.6048
32,male,33.63,1,yes,northeast,37607.5277
30,male,37.43,3,no,northeast,5428.7277
49,male,30.9,0,yes,southwest,39727.614
64,male,34.5,0,no,southwest,13822.803
23,female,39.27,2,no,southeast,3500.6123
44,female,25.8,1,no,southwest,7624.63
53,male,31.35,0,no,southeast,27346.04207
28,male,33.82,0,no,northwest,19673.33573
36,male,29.7,0,no,southeast,4399.731
64,male,37.905,0,no,northwest,14210.53595
19,female,35.15,0,no,northwest,2134.9015
33,female,28.27,1,no,southeast,4779.6023
37,male,34.1,4,yes,southwest,40182.246
64,male,38.19,0,no,northeast,14410.9321
20,female,30.59,0,no,northeast,2459.7201
54,male,25.46,1,no,northeast,25517.11363
63,female,31.8,0,no,southwest,13880.949
42,male,35.8,2,no,southwest,7160.094
46,male,30.495,3,yes,northwest,40720.55105
56,female,25.65,0,no,northwest,11454.0215
39,male,32.34,2,no,southeast,6338.0756
63,female,26.98,0,yes,northwest,28950.4692
23,female,42.75,1,yes,northeast,40904.1995
18,male,28.31,1,no,northeast,11272.33139
55,female,26.98,0,no,northwest,11082.5772
22,male,37.62,1,yes,southeast,37165.1638
46,male,25.745,3,no,northwest,9301.89355
56,male,34.43,0,no,southeast,10594.2257
34,male,32.8,1,no,southwest,14358.36437
44,male,22.135,2,no,northeast,8302.53565
52,female,30.875,0,no,northeast,23045.56616
40,female,33.0,3,no,southeast,7682.67
64,male,39.16,1,no,southeast,14418.2804
47,female,33.345,0,no,northeast,20878.78443
36,male,35.2,1,yes,southeast,38709.176
59,male,31.79,2,no,southeast,12928.7911
42,male,26.9,0,no,southwest,5969.723
18,male,30.03,1,no,southeast,1720.3537
64,male,23.76,0,yes,southeast,26926.5144
32,female,29.735,0,no,northwest,4357.04365
